Project ID,Voluntary Registry,Type,Country,R_ratio,Vintage_Age,M_flag,T_flag,RiskScore
GS447,GOLD,Cookstoves,Uganda,60.5581054951678,19.0,0,0,1.0
VCS2404,VCS,Afforestation/Reforestation,India,47.96962709585713,15.0,0,1,0.9826344637470331
VCS2533,VCS,Cookstoves,India,25.19732850547537,4.0,0,1,0.9742089134165841
GS4240,GOLD,Afforestation/Reforestation,India,24.0,21.0,0,1,0.9727457461595349
VCS1566,VCS,REDD+,Colombia,28.834050802677645,13.0,0,1,0.9652398167471827
VCS3115,VCS,Sustainable Agriculture,India,50.0,9.0,0,0,0.9524338867505375
GS633,GOLD,Hydropower,Türkiye,18.63767073918868,18.0,1,0,0.950589415778927
VCS249,VCS,Wind,India,18.35492849048891,20.0,1,1,0.9477552923604442
VCS2347,VCS,Manure Methane Digester,Türkiye,27.24041248996998,7.0,0,1,0.9381711704107828
VCS438,VCS,Hydropower,China,15.064078421087558,20.0,1,0,0.9364263960247522
ACR360,ACR,Improved Forest Management,United States,26.539566997844215,9.0,0,1,0.9360201522503707
GS11488,GOLD,Cookstoves,Bangladesh,24.13030480666316,5.0,0,1,0.9351807947293308
GS11440,GOLD,Cookstoves,Kenya,46.83025098185709,5.0,0,0,0.9278821823382856
VCS3350,VCS,Afforestation/Reforestation,Brazil,25.84527621934218,9.0,0,1,0.9273715723796478
ACR255,ACR,Improved Forest Management,United States,24.73125660962075,10.0,0,1,0.915648797317345
CAR1674,CAR,Improved Forest Management,Mexico,38.506177986037954,5.0,0,0,0.9057619456752601
GS7312,GOLD,Cookstoves,Nigeria,26.75891872642714,9.0,0,0,0.9041083667140616
VCS1728,VCS,Wind,India,21.01088782407744,10.0,1,0,0.9040382461282458
VCS1742,VCS,Hydropower,India,18.36276711357515,12.0,1,0,0.9025429512160374
GS10716,GOLD,Cookstoves,India,34.552046160462304,6.0,0,0,0.9019652350563708
GS1117,GOLD,Solar - Centralized,Dominican Republic,19.19093742668499,10.0,1,0,0.9012937638192048
VCS1353,VCS,Wind,India,14.071185203820542,16.0,1,0,0.8900949359506962
CAR691,CAR,Ozone Depleting Substances Recovery & Destruction,United States,18.181727719043053,16.0,0,1,0.8795731548637513
ACR324,ACR,Improved Forest Management,United States,21.312415823421247,10.0,0,1,0.8776595494978251
CAR1568,CAR,Improved Forest Management,Mexico,27.24629260191194,5.0,0,0,0.8771585047386872
VCS1100,VCS,Hydropower,Türkiye,14.220604335264756,14.0,1,0,0.8753850772389764
VCS784,VCS,Biomass,India,13.14592290374753,17.0,1,0,0.8724828033730769
VCS92,VCS,Hydropower,India,11.345205207845844,19.0,1,0,0.8626090781736807
VCS883,VCS,Hydropower,China,13.304947304422813,15.0,1,0,0.8599766150687027
VCS1904,VCS,Wind,India,14.588401106560942,8.0,1,0,0.858202361128095
VCS2944,VCS,Cookstoves,India,14.773965858414478,4.0,0,1,0.8469956910511635
CAR1663,CAR,Improved Forest Management,Mexico,21.348264963469564,4.0,0,0,0.8420878885431864
VCS2691,VCS,Manure Methane Digester,China,22.298652398311464,6.0,0,0,0.8409810812037578
VCS2458,VCS,Sustainable Grassland Management,China,19.5686348426547,10.0,0,0,0.8357107595003923
GS464,GOLD,Cookstoves,Madagascar,15.0,18.0,0,0,0.8336591757524615
GS7468,GOLD,Wind,India,12.679921526708153,7.0,1,0,0.8320257244356585
VCS1382,VCS,REDD+,Brazil,17.65417737357958,13.0,0,0,0.8296869802705226
VCS2748,VCS,Sustainable Grassland Management,China,18.552499189201065,9.0,0,0,0.8274719371316108
GS11732,GOLD,Cookstoves,Tanzania,19.112315231682537,4.0,0,0,0.8215001910559688
VCS1851,VCS,Solar - Centralized,India,12.856464903517356,9.0,1,0,0.8189225273300232
ACR119,ACR,Landfill Methane,United States,5.33823928117118,28.0,0,1,0.8181508631664733
VCS1574,VCS,Solar - Distributed,India,12.93249753895077,10.0,1,0,0.8126811558392741
VCS1867,VCS,Wind,China,12.574250278811435,9.0,1,0,0.8123557327362683
GS886,GOLD,Cookstoves,Kenya,14.029096344183843,15.0,0,1,0.8104302980483552
VCS1328,VCS,Afforestation/Reforestation,India,16.641287291289565,12.0,0,0,0.808725353411452
VCS2657,VCS,Lighting,India,19.11888416212974,5.0,0,0,0.8080052264468612
GS707,GOLD,Landfill Methane,Türkiye,14.598351451759552,16.0,0,0,0.8051011868760614
VCS2603,VCS,Composting,China,12.650131496298377,4.0,0,1,0.8031053106016857
VCS2552,VCS,Afforestation/Reforestation,India,16.051687714224695,8.0,0,1,0.8024528441781722
GS7152,GOLD,Wind,India,11.862495354954596,7.0,1,0,0.8014352614087021
VCS191,VCS,Hydropower,China,7.394584802696606,20.0,1,1,0.8012089782057953
CAR1584,CAR,Improved Forest Management,Mexico,18.70870820468688,5.0,0,0,0.7991726358067975
GS407,GOLD,Cookstoves,Ghana,13.108062511768027,18.0,0,0,0.7989416473835383
VCS669,VCS,Wind,India,6.762991713082103,20.0,1,1,0.7960016400994153
GS11421,GOLD,Wind,Viet Nam,9.704100289149782,4.0,1,0,0.7952883904251916
VCS665,VCS,Afforestation/Reforestation,Brazil,12.488244942910509,17.0,0,1,0.7951745594274611
VCS2605,VCS,Landfill Methane,Türkiye,17.368359007438883,7.0,0,0,0.7943951322729474
GS6212,GOLD,Cookstoves,Nepal,16.723575060208724,9.0,0,0,0.7940277606517846
VCS981,VCS,REDD+,Brazil,14.812630552730148,14.0,0,0,0.7926800535828289
VCS607,VCS,Improved Forest Management,Canada,12.8971486129257,18.0,0,0,0.7899448794028145
VCS1464,VCS,Hydropower,Türkiye,10.440806571573845,15.0,1,0,0.7871801798390711
VCS173,VCS,Hydropower,India,7.369373622493121,20.0,1,0,0.7854938344421425
VCS2098,VCS,Waste Incineration,China,14.03924510288627,11.0,0,1,0.7839507943631577
VCS2923,VCS,Cookstoves,Viet Nam,16.627497096660935,4.0,0,0,0.7790207586723408
VCS251,VCS,Biomass,India,8.178046342276152,19.0,1,0,0.7787353576683704
VCS1257,VCS,Wind,India,10.325239862543633,14.0,1,0,0.7759830084327525
GS12241,GOLD,Wind,Kazakhstan,4.027583116673353,4.0,1,1,0.7752293953983375
GS4221,GOLD,Afforestation/Reforestation,Colombia,11.0,19.0,0,1,0.7750522172260641
GS1208,GOLD,Hydropower,Türkiye,11.0519197371551,11.0,1,0,0.7748821984450157
VCS903,VCS,Wind,China,9.512140455294332,16.0,1,0,0.7726841132835708
VCS78,VCS,Biomass,Brazil,3.358924946775159,24.0,1,1,0.7724406837204628
VCS875,VCS,REDD+,Brazil,12.676792328773471,17.0,0,0,0.7723795818686486
GS7557,GOLD,Community Boreholes,Kenya,17.091626871754144,5.0,0,0,0.7713775757413355
VCS2692,VCS,Manure Methane Digester,China,14.098501574589134,6.0,0,1,0.7666236134589638
VCS2846,VCS,Manure Methane Digester,China,14.257677743238023,6.0,0,1,0.7659836232454514
VCS1560,VCS,Wind,India,10.700092393577387,11.0,1,0,0.7631363476782441
VCS1815,VCS,Solar - Centralized,India,5.3914610286676785,9.0,1,1,0.7590389534811824
VCS403,VCS,Biomass,Thailand,5.650804692074973,20.0,1,1,0.7587690437196342
GS7071,GOLD,Solar - Centralized,India,9.798353186405455,7.0,1,0,0.7586248182263595
GS12188,GOLD,Biomass,Kenya,6.0,3.0,1,0,0.7567758635272387
GS7538,GOLD,Solar - Centralized,India,4.615223093258356,7.0,1,1,0.7566381890223354
VCS511,VCS,Waste Heat Recovery,China,9.629300844324575,20.0,0,1,0.755856968792761
VCS1446,VCS,Mine Methane Capture,China,12.606781630166076,16.0,0,0,0.7553375033968549
CAR1264,CAR,Improved Forest Management,United States,13.672874036597058,8.0,0,1,0.7551677482872067
GS7760,GOLD,Solar - Centralized,India,8.939556464114434,6.0,1,0,0.7548437846327073
VCS717,VCS,Wind,China,8.758231085953962,17.0,1,0,0.7533914176020223
GS5920,GOLD,Biomass,Türkiye,7.0,4.0,1,0,0.7525921683146963
GS12212,GOLD,Solar - Centralized,Dominican Republic,5.809062573315012,3.0,1,0,0.7496528769313328
VCS832,VCS,REDD+,Brazil,11.262733691498982,16.0,0,1,0.7472830246457606
VCS1463,VCS,Wetland Restoration,India,13.0,11.0,0,1,0.7467039234461607
VCS292,VCS,Wind,India,6.72671599021072,17.0,1,1,0.7443136048241734
GS11571,GOLD,Cookstoves,Bangladesh,16.291116816376082,5.0,0,0,0.7440267764422018
GS11572,GOLD,Cookstoves,Bangladesh,16.29113104102173,5.0,0,0,0.7440267764422018
VCS1521,VCS,Wind,India,9.653914939478303,12.0,1,0,0.74070576093673
VCS77,VCS,Hydropower,China,3.739552767790369,22.0,1,1,0.7402549325690609
GS7678,GOLD,Wind,India,3.2933840593342647,4.0,1,1,0.7401198171293346
VCS1805,VCS,Solar - Centralized,India,9.531205178374256,9.0,1,0,0.7394480833646834
VCS884,VCS,Hydropower,China,6.597705150577405,17.0,1,1,0.7388143121593501
VCS1447,VCS,Wind,India,9.385469158716258,13.0,1,0,0.7347076490211252
GS3015,GOLD,Hydropower,Viet Nam,9.376898667979365,13.0,1,0,0.7347076490211252
VCS2794,VCS,Cookstoves,Madagascar,15.09710752446738,4.0,0,0,0.7332334749759265
VCS153,VCS,Biomass,India,3.5440219113953884,22.0,1,1,0.7320464298119904
ACR437,ACR,Improved Forest Management,United States,12.872688852184412,7.0,0,1,0.7314487335051685
VCS896,VCS,Hydropower,Brazil,8.471296763987185,16.0,1,0,0.7305653188619277
GS7745,GOLD,Wind,India,7.809584880850847,6.0,1,0,0.7295755168980251
GS835,GOLD,Hydropower,China,8.298118260212949,17.0,1,0,0.7295510793951853
VCS2610,VCS,Afforestation/Reforestation,Argentina,14.0,10.0,0,0,0.725968953018543
GS2940,GOLD,Afforestation/Reforestation,Panama,2.8175262137077675,30.0,0,0,0.7257549951523155
VCS3746,VCS,Sustainable Agriculture,Brazil,15.0,7.0,0,0,0.7248443565223072
VCS3662,VCS,Hydropower,Laos,7.0,5.0,1,0,0.7232013559108016
GS1173,GOLD,Hydropower,Türkiye,9.06473467796313,11.0,1,0,0.7219895712958171
GS445,GOLD,Geothermal,Türkiye,8.01879404855129,16.0,1,0,0.7211706721446001
VCS1753,VCS,Solar - Centralized,India,8.603742121134678,9.0,1,0,0.7199044704042176
VCS1715,VCS,Improved Forest Management,China,11.39827528804016,13.0,0,1,0.7198547694593002
GS398,GOLD,Wind,Türkiye,7.773794110303586,17.0,1,0,0.7182893744437504
GS5125,GOLD,Community Boreholes,Eritrea,13.470222868333794,10.0,0,0,0.7168013730059917
GS2296,GOLD,Bundled Energy Efficiency,Uganda,11.0,13.0,0,1,0.7167360233697317
CAR1739,CAR,Improved Forest Management,Mexico,14.188236969032063,4.0,0,0,0.7159162366042794
VCS2943,VCS,Cookstoves,India,9.450997734940216,4.0,0,1,0.7156247603209699
VCS977,VCS,REDD+,Brazil,10.435315506152362,14.0,0,1,0.7145050584303864
GS11207,GOLD,Clean Water,Kenya,15.054833951529462,6.0,0,0,0.7144704191148575
GS395,GOLD,Hydropower,Honduras,5.265632077845818,20.0,1,0,0.7137202120852031
VCS2868,VCS,Cookstoves,India,13.833406878436133,4.0,0,0,0.7128041467772814
VCS2634,VCS,Rice Emission Reductions,China,14.473684210526317,8.0,0,0,0.7120953274888879
VCS2633,VCS,Rice Emission Reductions,China,14.473684210526317,8.0,0,0,0.7120953274888879
VCS2631,VCS,Rice Emission Reductions,China,14.473684210526317,8.0,0,0,0.7120953274888879
VCS2771,VCS,Rice Emission Reductions,China,14.473684210526317,8.0,0,0,0.7120953274888879
VCS2504,VCS,Rice Emission Reductions,China,14.473684210526317,8.0,0,0,0.7120953274888879
VCS2629,VCS,Rice Emission Reductions,China,14.473684210526317,8.0,0,0,0.7120953274888879
VCS2632,VCS,Rice Emission Reductions,China,14.473684210526317,8.0,0,0,0.7120953274888879
VCS2903,VCS,Rice Emission Reductions,China,14.473684210526317,8.0,0,0,0.7120953274888879
VCS2909,VCS,Rice Emission Reductions,China,14.473684210526317,8.0,0,0,0.7120953274888879
VCS2899,VCS,Rice Emission Reductions,China,14.473684210526317,8.0,0,0,0.7120953274888879
VCS2902,VCS,Rice Emission Reductions,China,14.473684210526317,8.0,0,0,0.7120953274888879
GS12031,GOLD,Clean Water,Tanzania,13.735154619616772,4.0,0,0,0.7090765808005455
VCS57,VCS,Biomass,Russia,1.9322406031987964,25.0,1,1,0.7081984724971156
GS7723,GOLD,Wind,India,2.740083091192684,4.0,1,1,0.7071871011769078
ACR157,ACR,Truck Stop Electrification,United States,6.478028004240851,21.0,0,1,0.7063424846369868
GS397,GOLD,Landfill Methane,China,8.473143369196483,19.0,0,0,0.7061010465828851
GS2758,GOLD,Cookstoves,Honduras,12.634769433321726,13.0,0,0,0.7051182235153881
CAR730,CAR,Improved Forest Management,United States,7.923811678141369,19.0,0,1,0.7032752791613832
VCS453,VCS,Hydropower,China,5.388326172324808,18.0,1,1,0.7023534281898002
VCS128,VCS,Improved Irrigation Management,India,6.0,21.0,0,1,0.7020096763710628
GS3547,GOLD,Biomass,India,8.095333662404087,13.0,1,0,0.6997904968671012
VCS1941,VCS,Composting,India,11.565213066173811,9.0,0,1,0.6979704449993192
VCS93,VCS,Hydropower,India,2.7634451642092195,25.0,1,0,0.6977518217990821
VCS4238,VCS,Biodigesters,China,9.0,4.0,0,1,0.6965410526029223
VCS2700,VCS,Lighting,India,10.46938379386015,5.0,0,1,0.6948712867616957
VCS4036,VCS,Solar - Centralized,Cambodia,2.270682552054337,4.0,1,1,0.691453049894983
CAR1105,CAR,Mine Methane Capture,United States,12.91132174003333,11.0,0,0,0.6884103644586141
VCS1126,VCS,Biomass,China,4.874395833879022,19.0,1,1,0.6858052776790707
VCS2497,VCS,Afforestation/Reforestation,Uganda,3.187787904259968,23.0,0,0,0.6856847593671132
VCS2659,VCS,Geothermal,China,3.0489607731277446,6.0,1,1,0.6850319464997285
VCS576,VCS,Afforestation/Reforestation,Colombia,2.8677255687981495,24.0,0,1,0.6836384212544532
ACR117,ACR,Carbon Capture & Enhanced Oil Recovery,United States,1.677832221001943,26.0,0,1,0.6833197338464108
VCS985,VCS,REDD+,Peru,11.17293645194782,14.0,0,0,0.6830180123159356
ACR303,ACR,Improved Forest Management,United States,10.957501383635597,10.0,0,1,0.6827915205386019
VCS1356,VCS,Wind,China,4.984692103091279,16.0,1,1,0.681852499022801
GS474,GOLD,Wind,Türkiye,7.05915602978106,17.0,1,0,0.6810926983416838
GS2297,GOLD,Geothermal,Indonesia,3.770607363488665,8.0,1,1,0.6797118048748594
VCS934,VCS,REDD+,DRC,10.651507190100851,15.0,0,0,0.6763195901401163
VCS1902,VCS,Landfill Methane,Brazil,8.329211058605438,16.0,0,1,0.6754815578334312
VCS10,VCS,Hydropower,Brazil,4.147303613109973,20.0,1,1,0.6750594361392711
GS11245,GOLD,Clean Water,Malawi,13.0,4.0,0,0,0.6740059323808805
VCS2555,VCS,Afforestation/Reforestation,India,10.793993480917152,8.0,0,1,0.6735324241327074
GS2691,GOLD,Wind,Philippines,4.0,11.0,1,1,0.6729818077800299
VCS1535,VCS,Biomass,India,4.288529839646947,12.0,1,1,0.672773897084221
ACR126,ACR,Landfill Methane,United States,8.282352178685862,16.0,0,1,0.6718296708843886
GS441,GOLD,Biomass,India,6.029954763299166,18.0,1,0,0.6713161900442262
GS6290,GOLD,Wind,India,6.709720227003951,7.0,1,0,0.6705413842444519
GS12242,GOLD,Wind,Kazakhstan,1.9724168833266469,4.0,1,1,0.6693220812503917
GS6753,GOLD,Wind,China,6.897272072449841,9.0,1,0,0.6680374297505094
VCS1031,VCS,Hydropower,Viet Nam,7.16060886287786,15.0,1,0,0.667843601493218
ACR555,ACR,Improved Forest Management,United States,8.523294663713756,2.0,0,0,0.6677766343530994
VCS163,VCS,Mine Methane Capture,Germany,1.1970476962039285,26.0,0,1,0.6647420865676875
GS12302,GOLD,Cookstoves,India,7.762603305672794,4.0,0,1,0.6642386482696496
GS7692,GOLD,Community Boreholes,Kenya,13.165491802422176,5.0,0,0,0.6631652623570112
VCS1094,VCS,REDD+,Brazil,3.049720248459918,23.0,0,1,0.6627970213101066
ACR114,ACR,Afforestation/Reforestation,United States,8.98452028689714,17.0,0,0,0.6627762917832798
VCS159,VCS,Mine Methane Capture,Germany,2.21759002815758,24.0,0,1,0.6617212692037131
VCS2082,VCS,Afforestation/Reforestation,China,10.223382321405586,10.0,0,1,0.6609424194775513
GS7726,GOLD,Solar - Centralized,India,6.498907262067173,7.0,1,0,0.6608104510545988
CAR604,CAR,Ozone Depleting Substances Recovery & Destruction,United States,8.013873191529024,16.0,0,1,0.6602879656619055
VCS2020,VCS,Wind,India,6.293321924372826,7.0,1,0,0.6589984628760716
VCS1037,VCS,Wind,China,6.86092401844808,15.0,1,0,0.6576114659765873
VCS1386,VCS,Biomass,United States,6.921444171444171,13.0,1,0,0.6539779097470405
VCS287,VCS,Biomass,India,0.5406531156281239,25.0,1,0,0.6538020883169827
GS5860,GOLD,Hydropower,India,6.940784520152719,10.0,1,0,0.6530430423294813
VCS233,VCS,Mine Methane Capture,Germany,1.5790271449781086,25.0,0,1,0.6527092074946425
VCS220,VCS,Mine Methane Capture,Germany,0.5455730182892858,26.0,0,1,0.6522193262411994
VCS1539,VCS,Biomass,India,6.8269723100429935,15.0,1,0,0.6516157418928802
VCS959,VCS,Afforestation/Reforestation,Uruguay,6.214797960319204,19.0,0,0,0.6512587976365906
GS338,GOLD,Wind,New Zealand,1.8999695784577848,22.0,1,1,0.6505511643075985
ACR249,ACR,Improved Forest Management,United States,9.79654926911994,11.0,0,1,0.650328925050339
VCS584,VCS,Biomass,India,3.8662112629123624,20.0,1,1,0.6485455360122112
VCS232,VCS,Mine Methane Capture,Germany,0.1865409427118116,25.0,0,0,0.6484354846092802
VCS3545,VCS,Solar - Centralized,Bangladesh,2.4421769953653665,6.0,1,1,0.6476770606838798
VCS994,VCS,Afforestation/Reforestation,India,8.600915192403972,14.0,0,1,0.6453008097058597
VCS1920,VCS,Biomass,India,3.1935086678424263,9.0,1,1,0.6446842564648014
ACR132,ACR,Truck Stop Electrification,United States,2.116488593572917,23.0,0,0,0.6442636523132215
GS2766,GOLD,Hydropower,Laos,3.7631020718494583,12.0,1,1,0.6440858330597716
GS343,GOLD,Biomass,India,1.0765928723996567,25.0,1,1,0.6435172461727598
GS7664,GOLD,Solar - Centralized,India,2.189158131881323,5.0,1,1,0.642923617160401
VCS82,VCS,Methane Recovery in Wastewater,Thailand,3.710857333462075,22.0,0,1,0.6419869614469198
VCS181,VCS,Cookstoves,Cambodia,3.74251861774822,22.0,0,1,0.6413891278289156
GS4822,GOLD,Hydropower,Colombia,6.0,8.0,1,0,0.6404861205438048
GS2501,GOLD,Solar - Centralized,China,6.764837368904354,13.0,1,0,0.640263309397067
VCS4187,VCS,Solar - Centralized,India,0.0364998576263752,4.0,1,1,0.6381754101772266
VCS213,VCS,Mine Methane Capture,Germany,1.2599931827018904,25.0,0,1,0.6381346852365372
GS917,GOLD,Hydropower,Türkiye,3.935290361697904,13.0,1,1,0.6368342962518941
VCS1477,VCS,REDD+,Indonesia,9.440736123566897,11.0,0,1,0.6360780355939565
VCS536,VCS,Hydropower,Türkiye,4.411221034709893,14.0,1,1,0.6359285541101717
ACR113,ACR,Landfill Methane,United States,2.39075394027909,23.0,0,1,0.6348206875416095
VCS872,VCS,Improved Forest Management,United States,6.888940822415258,18.0,0,0,0.6344697397554949
VCS1792,VCS,Solar - Centralized,India,6.106603564509844,9.0,1,0,0.6336932016629874
VCS987,VCS,Afforestation/Reforestation,Ghana,8.141166733524523,14.0,0,1,0.6333368208423508
ACR167,ACR,N2O Destruction in Adipic Acid Production,United States,1.0,25.0,0,1,0.6322824166838191
VCS2070,VCS,Afforestation/Reforestation,China,9.55173993459626,10.0,0,1,0.6309876081277486
GS971,GOLD,Wind,Türkiye,6.471933139880318,14.0,1,0,0.6302155642118958
GS7575,GOLD,Solar - Centralized,Philippines,2.0,5.0,1,1,0.6301057062378714
VCS1797,VCS,Hydropower,Colombia,5.805026356966416,9.0,1,0,0.6294090981881979
GS3344,GOLD,Solar - Centralized,China,3.844968827026243,13.0,1,1,0.6284546215423962
VCS1723,VCS,Hydropower,Colombia,2.485512864406636,7.0,1,1,0.6275103644623917
VCS215,VCS,Mine Methane Capture,Germany,0.1116229136764373,24.0,0,1,0.6270982931338646
VCS1378,VCS,Afforestation/Reforestation,Colombia,1.7620176294712708,23.0,0,0,0.6266374230394895
VCS892,VCS,Wind,China,5.77474139395433,16.0,1,0,0.6260922241152785
VCS873,VCS,Wind,China,5.919350981747066,15.0,1,0,0.6238414025925991
VCS766,VCS,Hydropower,India,4.4398272921701984,17.0,1,1,0.6232450293748335
ACR136,ACR,Truck Stop Electrification,United States,1.6754560742880122,23.0,0,0,0.6228293895150366
VCS231,VCS,Mine Methane Capture,Germany,1.39312925875024,24.0,0,1,0.6226322036060942
VCS1315,VCS,Biomass,India,6.178468965629343,14.0,1,0,0.6222658704753378
VCS230,VCS,Mine Methane Capture,Germany,0.5521750648577676,25.0,0,1,0.621183506305678
VCS674,VCS,REDD+,Indonesia,7.936603481008538,17.0,0,0,0.6204539691356599
VCS728,VCS,Wind,China,5.829979805763124,15.0,1,0,0.619113433422298
CAR661,CAR,Improved Forest Management,United States,2.9419823596878136,21.0,0,0,0.6191089616066453
VCS1718,VCS,Improved Forest Management,China,10.399984600786071,13.0,0,0,0.619041952287894
VCS2600,VCS,Landfill Methane,Brazil,9.166305802374652,6.0,0,1,0.6182073736008729
GS7544,GOLD,Cookstoves,Nepal,11.471793885469628,8.0,0,0,0.6177235157890651
CAR688,CAR,Avoided Forest Conversion,United States,0.5403483455087845,24.0,0,0,0.6164564833330923
GS11209,GOLD,Cookstoves,Mozambique,9.01923374305692,6.0,0,1,0.6164386004783774
GS367,GOLD,Wind,Türkiye,4.976325742060446,18.0,1,0,0.6156538267873654
CAR1865,CAR,Improved Forest Management,Mexico,12.31332581619614,5.0,0,0,0.6152443451819646
CAR1863,CAR,Improved Forest Management,Mexico,12.32104437567128,5.0,0,0,0.6152443451819646
CAR935,CAR,Improved Forest Management,United States,0.0872132834389852,23.0,0,0,0.6138285705124514
GS11170,GOLD,Wind,Viet Nam,0.0910337095774292,4.0,1,1,0.613053720225337
ACR211,ACR,Improved Forest Management,United States,8.438680475017907,12.0,0,1,0.6126078751392299
GS352,GOLD,Wind,Türkiye,4.928950347157437,18.0,1,0,0.6112917957305182
GS12084,GOLD,Solar - Centralized,Egypt,4.0,4.0,1,0,0.6110957094554766
VCS223,VCS,Mine Methane Capture,Germany,0.6659415001473484,24.0,0,1,0.6088369254097789
GS949,GOLD,Cookstoves,China,6.787611328616892,17.0,0,1,0.6084492204863187
GS726,GOLD,Hydropower,Türkiye,1.113773065552044,4.0,1,1,0.6081410940328879
ACR102,ACR,SF6 Replacement,United States,1.9626255800421977,23.0,0,1,0.6073606326713127
VCS204,VCS,Mine Methane Capture,Germany,1.9618601050855224,23.0,0,1,0.6073606326713127
ACR156,ACR,Truck Stop Electrification,United States,1.4641766899426023,23.0,0,0,0.6073483698073243
VCS64,VCS,Biomass,Brazil,3.2449051163153175,20.0,1,0,0.606487656940206
VCS205,VCS,Mine Methane Capture,Germany,0.280130993653677,24.0,0,1,0.605864227398824
GS7049,GOLD,Biodigesters,China,7.846374503364525,13.0,0,1,0.6049542198645673
VCS72,VCS,Wind,China,0.6343282574226536,22.0,1,0,0.6046337945400404
VCS489,VCS,Wind,India,3.213507621078594,20.0,1,0,0.6042323428878605
VCS1104,VCS,Hydropower,Türkiye,0.0038783588922782,3.0,1,0,0.6040524812058767
VCS412,VCS,Wind,India,4.276546530867568,19.0,1,0,0.6032546007404105
VCS141,VCS,Hydropower,Honduras,3.868454453737755,19.0,1,1,0.6009166281127328
CAR696,CAR,Improved Forest Management,United States,0.3283641186143469,24.0,0,1,0.6004379937095617
GS730,GOLD,Hydropower,Türkiye,3.70574821189992,15.0,1,1,0.6000584584430287
VCS222,VCS,Mine Methane Capture,Germany,0.4296786506346572,24.0,0,1,0.5989050179115871
CAR802,CAR,Avoided Forest Conversion,United States,0.4983373055705996,23.0,0,0,0.5988805621518632
ACR125,ACR,Solar - Distributed,El Salvador,1.0,22.0,1,0,0.5975805565739439
VCS2457,VCS,Manure Methane Digester,Türkiye,11.157745291012706,7.0,0,0,0.5963166621317872
GS10457,GOLD,Cookstoves,Guatemala,8.471563099293014,7.0,0,1,0.5957436293990819
VCS2014,VCS,Solar - Centralized,India,0.0319764744854718,5.0,1,1,0.5950602109579045
VCS4279,VCS,Methane Recovery in Wastewater,Malaysia,9.0,3.0,0,0,0.5947503337698401
VCS2042,VCS,Wind,India,4.67164502963527,7.0,1,0,0.5945789131678176
VCS1529,VCS,Improved Forest Management,China,7.538469161291795,16.0,0,0,0.594392495721277
GS4546,GOLD,Hydropower,India,3.0722219630994343,12.0,1,1,0.5942117315070741
GS3072,GOLD,Manure Methane Digester,India,10.142481691099542,9.0,0,0,0.5938912472493759
VCS1345,VCS,Hydropower,Türkiye,5.647790139761134,14.0,1,0,0.5937033846621059
ACR226,ACR,Mine Methane Capture,United States,9.503650099324815,12.0,0,0,0.5932576053533587
GS7625,GOLD,Solar - Centralized,India,1.3359295707046188,5.0,1,1,0.5930553923322142
VCS3544,VCS,Biomass,India,1.3331125397225314,5.0,1,1,0.5930553923322142
VCS1931,VCS,Solar - Centralized,India,4.886486800027176,9.0,1,0,0.5923476895641904
GS7626,GOLD,Solar - Centralized,India,0.7689539631328218,4.0,1,1,0.591826947612448
GS7668,GOLD,Hydropower,India,1.986993516747846,7.0,1,1,0.5909696606542347
CAR1175,CAR,Improved Forest Management,United States,8.45451012905205,11.0,0,1,0.5909471081268716
VCS1793,VCS,Wind,India,4.851109035373483,9.0,1,0,0.5900246931494635
GS11596,GOLD,Cookstoves,Zambia,11.368535707297678,5.0,0,0,0.588979541834962
VCS1744,VCS,Biomass,India,2.3442998675238336,8.0,1,1,0.5887221633264164
VCS3556,VCS,Solar - Distributed,India,1.6206984450675503,6.0,1,1,0.5877510213647306
VCS2396,VCS,Rice Emission Reductions,China,10.855263157894738,8.0,0,0,0.5866622155000875
VCS2507,VCS,Rice Emission Reductions,China,10.855263157894738,8.0,0,0,0.5866622155000875
VCS2506,VCS,Rice Emission Reductions,China,10.855263157894738,8.0,0,0,0.5866622155000875
VCS2477,VCS,Rice Emission Reductions,China,10.855263157894738,8.0,0,0,0.5866622155000875
VCS2476,VCS,Rice Emission Reductions,China,10.855263157894738,8.0,0,0,0.5866622155000875
VCS2399,VCS,Rice Emission Reductions,China,10.855263157894738,8.0,0,0,0.5866622155000875
VCS2398,VCS,Rice Emission Reductions,China,10.855263157894738,8.0,0,0,0.5866622155000875
VCS2362,VCS,Rice Emission Reductions,China,10.855263157894738,8.0,0,0,0.5866622155000875
VCS2397,VCS,Rice Emission Reductions,China,10.855263157894738,8.0,0,0,0.5866622155000875
ACR164,ACR,Landfill Methane,United States,1.5975626330368429,23.0,0,1,0.5864664461715827
GS1060,GOLD,Cookstoves,Rwanda,9.11110110101334,13.0,0,0,0.5851434023120141
GS423,GOLD,Hydropower,Indonesia,4.0,19.0,1,0,0.5848908165221559
GS6155,GOLD,Cookstoves,Mozambique,9.600185148808654,9.0,0,0,0.5839580588691884
GS382,GOLD,Biomass,India,2.9278802639664816,20.0,1,0,0.5836506223850594
GS1890,GOLD,Wind,Viet Nam,5.427467691098029,13.0,1,0,0.5831362616376246
CAR1864,CAR,Improved Forest Management,Mexico,11.24025546743615,5.0,0,0,0.5826369730621892
GS11863,GOLD,Wind,India,0.0555034730647195,5.0,1,1,0.5824038168896526
GS6853,GOLD,Wind,India,2.192560232694339,9.0,1,1,0.5819479512534308
