Project ID,Project Name,Voluntary Registry,Type,Scope,Country,Region,Methodology / Protocol,Voluntary Status,Reduction / Removal,First Year of Project (Vintage),Total Credits  Issued,Total Credits  Retired,Total Credits Remaining,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,start_year,start_year_missing,Vintage_Age
GS1221,GS 1220 Ecological Stoves for Better Living - Micro Scale PoA - VPA1 Bolivia,GOLD,Cookstoves,Household & Community,Bolivia,Latin America and the Caribbean,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Gold Standard Certified Project,Reduction,2012.0,23366,23366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1493,3096,3116,3204,3060,2816,2374,2301,1906,0,0,0,0,0,2012,0,14.0
GS1222,Karaman Biomass-to-Energy Facility Turkey,GOLD,Biomass,Renewable Energy,Türkiye,Western Asia,AMS-I.D. Grid connected renewable electricity generation,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1223,SUTAS KARACABEY BIOGAS PLANT,GOLD,Manure Methane Digester,Agriculture,Türkiye,Western Asia,AMS-I.C. Thermal energy production with or without electricity,Gold Standard Certified Project,Reduction,2018.0,225487,1753,223734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3865,36057,24171,18914,70140,52553,19787,0,2018,0,8.0
GS1224,Dissemination of Solar Water Heating Systems in Bolivia,GOLD,Solar Water Heaters,Renewable Energy,Bolivia,Latin America and the Caribbean,AMS-I.J. Solar water heating systems (SWH),Gold Standard Certified Design,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1225,National Programme for Improved Cookstoves in India,GOLD,Cookstoves,Household & Community,India,Southern Asia,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Gold Standard Certified Design,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1226,"CPA No. 001 ""SAMUHA""",GOLD,Cookstoves,Household & Community,India,Southern Asia,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Gold Standard Certified Design,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1228,National Bachu Biomass Power Generation Project,GOLD,Biomass,Renewable Energy,China,Eastern Asia,AMS-I.D. Grid connected renewable electricity generation,Gold Standard Certified Project,Reduction,2011.0,435220,325067,110153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39598,47118,49121,50607,56517,50402,58368,32915,40373,10201,0,0,0,0,0,2011,0,15.0
GS1229,Organic waste composting in Kathmandu Valley,GOLD,Composting,Waste Management,Nepal,Southern Asia,AMS-III.F. Avoidance of methane emissions through composting,Gold Standard Certified Project,Reduction,2014.0,13428,10681,2747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,231,667,1136,2314,3177,4088,1787,0,0,0,0,2014,0,12.0
GS1230,Ege Wind Farm Project,GOLD,Wind,Renewable Energy,Türkiye,Western Asia,AMS-I.D. Grid connected renewable electricity generation,Gold Standard Certified Project,Reduction,2015.0,114714,58018,56696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3740,18313,16292,15205,16405,15493,16558,12708,0,0,0,2015,0,11.0
GS1231,The Breathing Space Improved Cooking Stoves Programme India - VPA No. 01 Envirofit,GOLD,Cookstoves,Household & Community,India,Southern Asia,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Gold Standard Certified Project,Reduction,2010.0,72073,72073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23661,45009,3403,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,0,16.0
GS1233,MicroEnergy Credits - Microfinance for Clean Energy Product Lines - India,GOLD,Bundled Energy Efficiency,Household & Community,India,Southern Asia,AMS-I.A. Electricity generation by the user,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1235,CANTA WPP,GOLD,Wind,Renewable Energy,Türkiye,Western Asia,Unknown,Gold Standard Certified Project,Reduction,2015.0,162305,3245,159060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83662,78643,0,0,0,0,0,0,0,0,0,2015,0,11.0
GS1236,UpEnergy Open Access Improved Cookstoves Program in Latin America,GOLD,Cookstoves,Household & Community,El Salvador,Latin America and the Caribbean,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1237,Sadilli Wind Farm Project Turkey,GOLD,Wind,Renewable Energy,Türkiye,Western Asia,ACM0002 Grid-connected electricity generation from renewable sources,Gold Standard Certified Project,Reduction,2014.0,676096,447521,228575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8074,75273,79695,71982,73721,74737,80634,73051,79857,59072,0,0,2014,0,12.0
GS1238,Sichuan Animal Farms GHG Mitigation Programme,GOLD,Manure Methane Digester,Agriculture,China,Eastern Asia,AMS-III.D. Methane recovery in animal manure management systems,Gold Standard Certified Design,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1239,Sichuan Rural Poor-Household Biogas Development Programme,GOLD,Biodigesters,Household & Community,China,Eastern Asia,Unknown,Gold Standard Certified Design,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1240,UpEnergy Open Access Improved Cookstoves Program in Latin America- Nicaragua,GOLD,Cookstoves,Household & Community,Nicaragua,Latin America and the Caribbean,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1241,Seferihisar 16MW Wind Power Plant,GOLD,Wind,Renewable Energy,Türkiye,Western Asia,ACM0002 Grid-connected electricity generation from renewable sources,Gold Standard Certified Design,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1242,MUTLU 5 WPP,GOLD,Wind,Renewable Energy,Türkiye,Western Asia,ACM0002 Grid-connected electricity generation from renewable sources,Gold Standard Certified Project,Reduction,2021.0,166873,0,166873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74274,92599,0,0,0,2021,0,5.0
GS1243,Sichuan Animal Farms GHG Mitigation Programme CPA Nb. SCAFBG-2011-01,GOLD,Manure Methane Digester,Agriculture,China,Eastern Asia,AMS-III.D. Methane recovery in animal manure management systems,Gold Standard Certified Design,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1244,Production of thermal energy from renewable biomass at Melhoramentos Papeis Ltda (CMPC group),GOLD,Biomass,Renewable Energy,Brazil,Latin America and the Caribbean,AMS-I.C. Thermal energy production with or without electricity,Gold Standard Certified Project,Reduction,2011.0,142618,102523,40095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5094,18834,19479,23754,17537,20350,16173,8904,12493,0,0,0,0,0,0,2011,0,15.0
GS1246,Energy Efficiency measures in DMRC Phase II stations,GOLD,Energy Efficiency,Industrial & Commercial,India,Southern Asia,AMS-II.E. Energy efficiency and fuel switching measures for buildings,Gold Standard Certified Project,Reduction,2012.0,12195,362,11833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6152,6043,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,14.0
GS1247,GS1247 Improved Kitchen Regimes Multi-Country PoA,GOLD,Bundled Energy Efficiency,Household & Community,Eritrea,Sub-Saharan Africa,Unknown,Gold Standard Certified Design,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1248,GS2504 - Voluntary Gold Standard multi-country improved cookstove PoA - Oserian Flower Farm Offset Project 1 - Inkoirienito and Oltepesi,GOLD,Cookstoves,Household & Community,Kenya,Sub-Saharan Africa,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Gold Standard Certified Project,Reduction,2013.0,30928,30681,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399,3556,3351,2762,1963,4885,5315,7697,0,0,0,0,0,2013,0,13.0
GS1249,GS2504 - Voluntary Gold Standard multi-country improved cookstove PoA - Oserian Flower Farm Offset Project 2 - Suswa 1,GOLD,Cookstoves,Household & Community,Kenya,Sub-Saharan Africa,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Gold Standard Certified Project,Reduction,2013.0,14676,14573,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976,3922,3695,3046,2165,872,0,0,0,0,0,0,0,2013,0,13.0
GS1251,GS 1119 CPA 1 Biogas Programme Nicaragua (PBN: Programa de Biogas de Nicaragua),GOLD,Biodigesters,Household & Community,Nicaragua,Latin America and the Caribbean,Unknown,Gold Standard Certified Design,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1253,Xinyang MSW Landfill Site LFG Recovery to Power Project,GOLD,Landfill Methane,Waste Management,China,Eastern Asia,AMS-I.D. Grid connected renewable electricity generation,Gold Standard Certified Project,Reduction,2011.0,296595,296581,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16715,30784,11491,0,36096,50154,45120,36476,34406,32683,2670,0,0,0,0,2011,0,15.0
GS1264,Native Energy Hydraid BioSand Water Filter Programme West Africa,GOLD,Clean Water,Household & Community,Ghana,Sub-Saharan Africa,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Gold Standard Certified Design,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1265,African Biomass Energy Conservation POA,GOLD,Cookstoves,Household & Community,Rwanda,Sub-Saharan Africa,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Gold Standard Certified Design,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1267,GS1247 VPA 1 Improved Kitchen Regimes: Bugesera Rwanda,GOLD,Cookstoves,Household & Community,Rwanda,Sub-Saharan Africa,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Gold Standard Certified Project,Reduction,2014.0,59891,59442,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9448,10000,10000,10000,9782,7744,2835,82,0,0,0,0,2014,0,12.0
GS1281,Pamukören Geothermal Energy Power Plant,GOLD,Geothermal,Renewable Energy,Türkiye,Western Asia,Other,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1282,Efeler Biogas Power Plant,GOLD,Manure Methane Digester,Agriculture,Türkiye,Western Asia,Not provided,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1286,Şenbük WPP Project,GOLD,Wind,Renewable Energy,Türkiye,Western Asia,ACM0002 Grid-connected electricity generation from renewable sources,Gold Standard Certified Project,Reduction,2013.0,424931,178761,246170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7204,61868,58756,62665,58490,62799,58033,55116,0,0,0,0,0,2013,0,13.0
GS1288,Sichuan Rural Poor-Household Biogas Development Programme CPA Nb. SCHHBG-2010-01,GOLD,Biodigesters,Household & Community,China,Eastern Asia,AMS-I.C. Thermal energy production with or without electricity,Gold Standard Certified Project,Reduction,2012.0,20254,4346,15908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1383,2199,2294,1939,2100,2127,2113,1703,1854,1883,659,0,0,0,2012,0,14.0
GS1289,Native Energy Hydraid BioSand Water Filter Program East Africa,GOLD,Clean Water,Household & Community,Ethiopia,Sub-Saharan Africa,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Gold Standard Certified Design,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1290,Native Energy Hydraid BioSand Water Filter Programme Central America,GOLD,Clean Water,Household & Community,Honduras,Latin America and the Caribbean,Unknown,Gold Standard Certified Design,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1291,Balsas Renewable Energy Project,GOLD,Cookstoves,Household & Community,Brazil,Latin America and the Caribbean,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user,Gold Standard Certified Project,Reduction,2011.0,19376,19243,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,6704,7010,5229,0,0,0,0,0,0,0,0,0,0,0,2011,0,15.0
GS1294,GS1264: Native Clean Water Programme West Africa: VPA(01) Ghana,GOLD,Clean Water,Household & Community,Ghana,Sub-Saharan Africa,Not provided,Gold Standard Certified Project,Reduction,2012.0,82758,3450,79308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3800,10537,10000,10000,10000,10000,8396,7367,8202,4434,0,0,0,2012,0,14.0
GS1295,KIPRAH community based integrated waste management project Indonesia,GOLD,Composting,Waste Management,Indonesia,South-Eastern Asia,AMS-III.F. Avoidance of methane emissions through composting,Gold Standard Certified Project,Reduction,2013.0,7237,7170,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1203,1334,1286,1242,1199,462,0,0,0,0,0,0,2013,0,13.0
GS1296,Dissemination of TLUD improved cook stoves in the Sundarbans India,GOLD,Cookstoves,Household & Community,India,Southern Asia,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user,Gold Standard Certified Project,Reduction,2012.0,104530,73759,30771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,5174,9487,10000,10000,10000,10000,9999,9043,10761,10000,10000,0,0,2012,0,14.0
GS1298,Caruquia 9.76 MW hydroelectric project Pre-CDM VERs,GOLD,Hydropower,Renewable Energy,Colombia,Latin America and the Caribbean,AMS-I.D. Grid connected renewable electricity generation,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1299,India Organic Waste Management Programme (IOWMP),GOLD,Biodigesters,Household & Community,India,Southern Asia,AMS-I.E. Switch from non-renewable biomass for thermal applications by the user,Gold Standard Certified Design,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1301,Zincirli Wind Power Plant,GOLD,Wind,Renewable Energy,Türkiye,Western Asia,Unknown,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1302,GS1302 MicroScale Solar Photovoltaic Programme,GOLD,Solar - Distributed,Renewable Energy,Bangladesh,Southern Asia,AMS-I.A. Electricity generation by the user,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1303,Karadere Wind Power Plant,GOLD,Wind,Renewable Energy,Türkiye,Western Asia,AMS-I.D. Grid connected renewable electricity generation,Gold Standard Certified Project,Reduction,2014.0,345356,209490,135866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15812,32669,35674,37466,40676,38525,42080,40919,42116,19419,0,0,2014,0,12.0
GS1304,India One Solar Thermal Power Project,GOLD,Solar - Centralized,Renewable Energy,India,Southern Asia,AMS-I.F. Renewable electricity generation for captive use and mini-grid,Gold Standard Certified Project,Reduction,2018.0,1040,0,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,690,0,0,0,0,0,0,2018,0,8.0
GS1306,Kardemir Bozyaka Wind Power Plant,GOLD,Wind,Renewable Energy,Türkiye,Western Asia,ACM0002 Grid-connected electricity generation from renewable sources,Gold Standard Certified Project,Reduction,2013.0,151257,124638,26619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7266,17061,18685,23136,28523,10772,27747,18067,0,0,0,0,0,2013,0,13.0
GS1307,Wind power project by GFL in Gudhepanchgani,GOLD,Wind,Renewable Energy,India,Southern Asia,ACM0002 Grid-connected electricity generation from renewable sources,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1308,Germiyan 9.6 MW WPP,GOLD,Wind,Renewable Energy,Türkiye,Western Asia,AMS-I.D. Grid connected renewable electricity generation,Gold Standard Certified Design,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1309,Low cost irrigation devices programme in India,GOLD,Improved Irrigation Management,Agriculture,India,Southern Asia,AMS-I.B. Mechanical energy for the user with or without electrical energy,Gold Standard Certified Design,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1310,GS1309 Low cost irrigation devices programme in India-VPA 01,GOLD,Improved Irrigation Management,Agriculture,India,Southern Asia,AMS-I.B. Mechanical energy for the user with or without electrical energy,Gold Standard Certified Project,Reduction,2011.0,27868,27868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2050,12921,12897,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,15.0
GS1311,GS1309 Low cost irrigation devices programme in India-VPA 02,GOLD,Improved Irrigation Management,Agriculture,India,Southern Asia,AMS-I.B. Mechanical energy for the user with or without electrical energy,Gold Standard Certified Project,Reduction,2012.0,25198,25198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12334,12864,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,14.0
GS1312,GS1309 Low cost irrigation devices programme in India-VPA 03,GOLD,Improved Irrigation Management,Agriculture,India,Southern Asia,AMS-I.B. Mechanical energy for the user with or without electrical energy,Gold Standard Certified Project,Reduction,2012.0,24949,24949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12235,12714,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,14.0
GS1313,GS1309 Low cost irrigation devices programme in India-VPA 04,GOLD,Improved Irrigation Management,Agriculture,India,Southern Asia,AMS-I.B. Mechanical energy for the user with or without electrical energy,Gold Standard Certified Project,Reduction,2012.0,25030,25030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12271,12759,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,14.0
GS1314,GS1309 Low cost irrigation devices programme in India-VPA 05,GOLD,Improved Irrigation Management,Agriculture,India,Southern Asia,AMS-I.B. Mechanical energy for the user with or without electrical energy,Gold Standard Certified Project,Reduction,2012.0,25181,25181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12330,12851,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,14.0
GS1315,GS1309 Low cost irrigation devices programme in India-VPA 06,GOLD,Improved Irrigation Management,Agriculture,India,Southern Asia,AMS-I.B. Mechanical energy for the user with or without electrical energy,Gold Standard Certified Project,Reduction,2012.0,20596,20596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7814,12782,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,14.0
GS1316,ERH – Biogas recovery heat and electricity generation from effluents ponds in Honduras,GOLD,Methane Recovery in Wastewater,Waste Management,Honduras,Latin America and the Caribbean,AMS-I.C. Thermal energy production with or without electricity,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1317,Rehabilitation and Extension of Itete Hospital Hydropower Station,GOLD,Hydropower,Renewable Energy,Tanzania,Sub-Saharan Africa,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1318,Yalova Wind Power Plant Project,GOLD,Wind,Renewable Energy,Türkiye,Western Asia,Unknown,Gold Standard Certified Project,Reduction,2019.0,325502,0,325502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10477,97387,98630,92521,26487,0,0,2019,0,7.0
GS1319,Manavgat Landfill Gas to Electricity Project,GOLD,Landfill Methane,Waste Management,Türkiye,Western Asia,Unknown,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1321,Ecofiltro Guatemala Improved Stoves and Water Purification Project,GOLD,Bundled Energy Efficiency,Household & Community,Guatemala,Latin America and the Caribbean,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Gold Standard Certified Project,Reduction,2013.0,1757210,1441218,315992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35321,165780,277110,150559,168215,136118,116209,115473,137803,217454,237168,0,0,2013,0,13.0
GS1322,Balabanli Wind Power Plant,GOLD,Wind,Renewable Energy,Türkiye,Western Asia,Unknown,Gold Standard Certified Project,Reduction,2014.0,1020209,540832,479377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51477,90907,95655,101875,112495,104746,112933,113961,118434,117726,0,0,2014,0,12.0
GS1323,ARI-EN BUNDLED WPPs,GOLD,Wind,Renewable Energy,Türkiye,Western Asia,ACM0002 Grid-connected electricity generation from renewable sources,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1324,Paradigm Sub Saharan Africa Cook Stove Programme,GOLD,Cookstoves,Household & Community,Rwanda,Sub-Saharan Africa,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Gold Standard Certified Design,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1325,GS 1324: Paradigm Sub Saharan Africa Programme of Activities - Rwanda 01 (TPP-­‐CPA-­‐01-­‐RWN),GOLD,Cookstoves,Household & Community,Rwanda,Sub-Saharan Africa,AMS-II.G. Energy efficiency measures in thermal applications of non-renewable biomass,Gold Standard Certified Design,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1327,Maslaktepe Wind Power Plant,GOLD,Wind,Renewable Energy,Türkiye,Western Asia,Unknown,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1329,GS1265 - Rwanda Biomass Conservation - VPA (1) - African Biomass Energy Conservation POA,GOLD,Cookstoves,Household & Community,Rwanda,Sub-Saharan Africa,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Gold Standard Certified Project,Reduction,2012.0,17299,17149,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5132,5587,6580,0,0,0,0,0,0,0,0,0,0,0,2012,0,14.0
GS1330,GS1265 - African Biomass Energy Conservation POA - Malawi Biomass Conservation - Dowa District,GOLD,Cookstoves,Household & Community,Malawi,Sub-Saharan Africa,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Gold Standard Certified Project,Reduction,2012.0,297901,213734,84167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3702,52453,80787,80787,47835,23658,6734,1945,0,0,0,0,0,0,2012,0,14.0
GS1332,GS1290: Native Clean Water Programme Central America: VPA (01) Honduras,GOLD,Clean Water,Household & Community,Honduras,Latin America and the Caribbean,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Gold Standard Certified Project,Reduction,2012.0,72051,27583,44468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,2264,5111,5369,3058,6968,10086,10370,10110,9434,9111,0,0,0,2012,0,14.0
GS1333,Kizilcaterzi Wind Power Plant,GOLD,Wind,Renewable Energy,Türkiye,Western Asia,ACM0002 Grid-connected electricity generation from renewable sources,Gold Standard Certified Project,Reduction,2021.0,42565,0,42565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,21385,19180,0,0,2021,0,5.0
GS1334,Distribution of Energy Savings Lamps in Madagascar - Project 1,GOLD,Lighting,Household & Community,Madagascar,Sub-Saharan Africa,AMS-II.J. Demand-side activities for efficient lighting technologies,Gold Standard Certified Project,Reduction,2015.0,28126,28126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6929,6391,5854,4808,4144,0,0,0,0,0,0,2015,0,11.0
GS1336,Komurcuoda MSW Mechanical and Biological Treatment (MBT) and Recycling Project,GOLD,Waste Recycling,Waste Management,Türkiye,Western Asia,ACM0022 Alternative waste treatment processes,Gold Standard Certified Design,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1337,POLATLI BIOGAS PLANT,GOLD,Manure Methane Digester,Agriculture,Türkiye,Western Asia,Not provided,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1338,GS1302 MicroScale Solar Photovoltaic Programme VPA1,GOLD,Solar Lighting,Renewable Energy,Bangladesh,Southern Asia,AMS-I.L. Electrification of rural communities using renewable energy,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS1340,Efficient Cookstoves in Burkina Faso (PoA),GOLD,Cookstoves,Household & Community,Burkina Faso,Sub-Saharan Africa,Unknown,Gold Standard Certified Design,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
