Project ID,Project Name,Voluntary Registry,Type,Scope,Country,Region,Methodology / Protocol,Voluntary Status,Reduction / Removal,First Year of Project (Vintage),Total Credits  Issued,Total Credits  Retired,Total Credits Remaining,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,start_year,start_year_missing,Vintage_Age
GS23191,AGROFORESTRY – CLIMATE PROOFING FARM LIVELIHOODS BY INFOSYS,GOLD,Afforestation/Reforestation,Forestry & Land Use,India,Southern Asia,GS Methodology for Afforestation/Reforestation GHG Emissions Reduction and Sequestration,Listed,Impermanent Removal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23192,PoA Sustainable Landscapes and Forests Initiatives,GOLD,Afforestation/Reforestation,Forestry & Land Use,Benin,Sub-Saharan Africa,GS Methodology for Afforestation/Reforestation GHG Emissions Reduction and Sequestration,Listed,Impermanent Removal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23193,GS23192 VPA-1 Building Climate Resilience through Afforestation Reforestation & Agroforestry India,GOLD,Afforestation/Reforestation,Forestry & Land Use,India,Southern Asia,GS Methodology for Afforestation/Reforestation GHG Emissions Reduction and Sequestration,Listed,Impermanent Removal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23194,Sustainable Clean Energy Program (SCENE),GOLD,Cookstoves,Household & Community,Uganda,Sub-Saharan Africa,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23195,Sustainable Clean Energy Program (SCENE) VPA1,GOLD,Cookstoves,Household & Community,Uganda,Sub-Saharan Africa,GS TPDDTEC Reduced emissions from cooking and heating – technologies and practices to displace decentralized thermal energy consumption,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23196,GS23192 VPA-2 Building Climate Resilience through Afforestation Reforestation & Agroforestry Benin,GOLD,Afforestation/Reforestation,Forestry & Land Use,Benin,Sub-Saharan Africa,GS Methodology for Afforestation/Reforestation GHG Emissions Reduction and Sequestration,Listed,Impermanent Removal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23197,Hanbao Compost Project in Taiwan,GOLD,Manure Methane Digester,Agriculture,Taiwan,Eastern Asia,AMS-III.D. Methane recovery in animal manure management systems,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23199,COLAREZA - FMNR & Reforestation - VPA01,GOLD,Afforestation/Reforestation,Forestry & Land Use,Zambia,Sub-Saharan Africa,Unknown,Listed,Impermanent Removal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23202,Small Farmers' Carbon Farming in Noto's Satoyama Japan,GOLD,Sustainable Agriculture,Agriculture,Japan,Eastern Asia,VMD0021 Estimation of Stocks in the Soil Carbon Pool,Listed,Mixed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23203,Installation of high efficiency wood burning cookstoves in Kenya,GOLD,Cookstoves,Household & Community,Kenya,Sub-Saharan Africa,Other,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23204,Installation of high efficiency wood burning cookstoves in Uganda,GOLD,Cookstoves,Household & Community,Uganda,Sub-Saharan Africa,Other,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23207,Installation of high efficiency wood burning cookstoves in Thailand,GOLD,Cookstoves,Household & Community,Thailand,South-Eastern Asia,Other,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23208,Installation of high efficiency wood burning cookstoves in Vietnam,GOLD,Cookstoves,Household & Community,Viet Nam,South-Eastern Asia,Other,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23209,Hebei Improved Cropland Management Project Phase II,GOLD,Sustainable Agriculture,Agriculture,China,Eastern Asia,VMD0021 Estimation of Stocks in the Soil Carbon Pool,Listed,Mixed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23211,Electricity Generation from Bagasse in Aguaí,GOLD,Biomass,Renewable Energy,Bolivia,Latin America and the Caribbean,ACM0006 Electricity and heat generation from biomass,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23212,MicroEnergy Credits - Distribution of Electric Cooking Product Lines – Kenya,GOLD,Cookstoves,Household & Community,Kenya,Sub-Saharan Africa,GS Methodology for Metered and Measured Energy Cooking Devices,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23213,Ibu Bakau: Community-powered Mangrove Afforestation in Indonesia,GOLD,Wetland Restoration,Forestry & Land Use,Indonesia,South-Eastern Asia,Not provided,Listed,Mixed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23214,GS23213 VPA-1 Ibu Bakau: Community-powered Mangrove Afforestation in Indonesia 1,GOLD,Wetland Restoration,Forestry & Land Use,Indonesia,South-Eastern Asia,Not provided,Listed,Mixed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23215,GS23213 VPA-2 Ibu Bakau: Community-powered Mangrove Afforestation in Indonesia 2,GOLD,Wetland Restoration,Forestry & Land Use,Indonesia,South-Eastern Asia,Not provided,Listed,Mixed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23216,Renqiu Geothermal Central Heating System,GOLD,Geothermal,Renewable Energy,China,Eastern Asia,AM0072 Fossil fuel displacement by geothermal resources for space heating,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23217,Metafin-Off Grid Solar Milling Plants for Household Programme,GOLD,Solar - Distributed,Renewable Energy,India,Southern Asia,AMS-I.B. Mechanical energy for the user with or without electrical energy,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23218,VPA-1 Metafin-Off Grid Solar Milling Plants for Household Programme in Uttar Pradesh India,GOLD,Solar - Distributed,Renewable Energy,India,Southern Asia,Unknown,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23219,PRODUCTION OF SUSTAINABLE BIOGAS USING THE ANIMAL MANURE SUPPLIED BY SMALL HOLDER FARMERS IN BANASKANTHA GUJARAT,GOLD,Manure Methane Digester,Agriculture,India,Southern Asia,AMS-III.AQ. Introduction of Bio-CNG in transportation applications,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23220,Philippines ARR,GOLD,Afforestation/Reforestation,Forestry & Land Use,Philippines,South-Eastern Asia,GS Methodology for Afforestation/Reforestation GHG Emissions Reduction and Sequestration,Listed,Impermanent Removal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23221,Improving Livelihoods of Farmer Communities through Afforestation in Uttar Pradesh,GOLD,Afforestation/Reforestation,Forestry & Land Use,India,Southern Asia,GS Methodology for Afforestation/Reforestation GHG Emissions Reduction and Sequestration,Listed,Impermanent Removal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23222,Improving Livelihoods of Farmer Communities through Afforestation in East Uttar Pradesh,GOLD,Afforestation/Reforestation,Forestry & Land Use,India,Southern Asia,GS Methodology for Afforestation/Reforestation GHG Emissions Reduction and Sequestration,Listed,Impermanent Removal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23223,GS11638 GS11640 RVPA-6 SPOUTS Water Purifier Programme in Africa- WPS in Uganda by AERA- VPA 16,GOLD,Clean Water,Household & Community,Uganda,Sub-Saharan Africa,GS Methodology for emission reductions from safe drinking water supply,Gold Standard Certified Design,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23224,GS12572 VPA-11 Regenerative Agriculture Initiative in Ghana,GOLD,Sustainable Agriculture,Agriculture,Ghana,Sub-Saharan Africa,Other,Listed,Mixed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23225,GS11638 GS11640 RVPA-7 SPOUTS Water Purifier Programme in Africa- WPS in Uganda by AERA- VPA 17,GOLD,Clean Water,Household & Community,Uganda,Sub-Saharan Africa,GS Methodology for emission reductions from safe drinking water supply,Gold Standard Certified Design,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23226,GS11638 GS11640 RVPA-8 SPOUTS Water Purifier Programme in Africa- WPS in Uganda by AERA- VPA 18,GOLD,Clean Water,Household & Community,Uganda,Sub-Saharan Africa,GS Methodology for emission reductions from safe drinking water supply,Gold Standard Certified Design,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23227,GS11638 GS11640 RVPA-9 SPOUTS Water Purifier Programme in Africa- WPS in Uganda by AERA- VPA 19,GOLD,Clean Water,Household & Community,Uganda,Sub-Saharan Africa,GS Methodology for emission reductions from safe drinking water supply,Gold Standard Certified Design,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23229,the 240MW Khizi-Absheron Wind Power Plant Project,GOLD,Wind,Renewable Energy,Azerbaijan,Western Asia,ACM0002 Grid-connected electricity generation from renewable sources,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23232,Philippines ARR – Bukidnon,GOLD,Afforestation/Reforestation,Forestry & Land Use,Philippines,South-Eastern Asia,GS Methodology for Afforestation/Reforestation GHG Emissions Reduction and Sequestration,Listed,Impermanent Removal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23234,Greening by Insulating for low income housing in NY – VPA 01,GOLD,Bundled Energy Efficiency,Household & Community,United States,North America,AMS-II.E. Energy efficiency and fuel switching measures for buildings,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23235,Agroforestry project in India,GOLD,Afforestation/Reforestation,Forestry & Land Use,India,Southern Asia,GS Methodology for Afforestation/Reforestation GHG Emissions Reduction and Sequestration,Listed,Impermanent Removal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23236,ReNew Sakhi 04-Electric Cooking project,GOLD,Cookstoves,Household & Community,India,Southern Asia,GS Methodology for Metered and Measured Energy Cooking Devices,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23239,Rwanda Safe Drinking Water Program,GOLD,Clean Water,Household & Community,Rwanda,Sub-Saharan Africa,GS Methodology for emission reductions from safe drinking water supply,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23240,Rwanda Safe Drinking Water Program VPA01,GOLD,Clean Water,Household & Community,Rwanda,Sub-Saharan Africa,GS Methodology for emission reductions from safe drinking water supply,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23241,Reduction of Methane Emissions through Manure Composting at KOFERT ORGANIC Baicoi - Romania,GOLD,Composting,Waste Management,Romania,Eastern Europe,AMS-III.F. Avoidance of methane emissions through composting,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23242,Reduction of Methane Emissions through Manure Composting at KOFERT ORGANIC Mihailesti - Romania,GOLD,Composting,Waste Management,Romania,Eastern Europe,AMS-III.F. Avoidance of methane emissions through composting,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23243,Mekong 1: Methane Reduction from Rice Cultivation in Cambodia,GOLD,Rice Emission Reductions,Agriculture,Cambodia,South-Eastern Asia,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23244,GS11638 GS11640 RVPA-10 SPOUTS Water Purifier Programme in Africa-WPS in Uganda by AERA-VPA 20,GOLD,Clean Water,Household & Community,Uganda,Sub-Saharan Africa,GS Methodology for emission reductions from safe drinking water supply,Gold Standard Certified Design,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23245,Enhanced Irrigation Technique for Rice Production to Mitigate Climate Change 002,GOLD,Rice Emission Reductions,Agriculture,India,Southern Asia,AMS-III.AU. Methane emission reduction by adjusted water management practice in rice cultivation,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23246,ReNew Sakhi 04-Electric Cooking Project-01,GOLD,Cookstoves,Household & Community,India,Southern Asia,GS Methodology for Metered and Measured Energy Cooking Devices,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23250,Earthbond Nigeria Distributed Solar for Productive Use,GOLD,Solar - Distributed,Renewable Energy,Nigeria,Sub-Saharan Africa,AMS-I.F. Renewable electricity generation for captive use and mini-grid,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23252,Niger Delta Community-Driven Mangrove Restoration Project,GOLD,Wetland Restoration,Forestry & Land Use,Nigeria,Sub-Saharan Africa,Unknown,Listed,Mixed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23253,Duguna Fango and Damot Weyde Assisted Farmer Managed Natural Regeneration for Sustainable Land Management and Livelihood Improvement Project,GOLD,Afforestation/Reforestation,Forestry & Land Use,Ethiopia,Sub-Saharan Africa,GS Methodology for Afforestation/Reforestation GHG Emissions Reduction and Sequestration,Listed,Impermanent Removal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23254,Brújula Verde,GOLD,Afforestation/Reforestation,Forestry & Land Use,Colombia,Latin America and the Caribbean,GS Methodology for Afforestation/Reforestation GHG Emissions Reduction and Sequestration,Listed,Impermanent Removal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23255,Sustainable Energy Programme for Cooking and Heating in Viet Nam,GOLD,Bundled Energy Efficiency,Household & Community,Viet Nam,South-Eastern Asia,Unknown,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23256,GS23255 VPA001: Sustainable Energy Project for Drying Agricultural Products in Thai Nguyen,GOLD,Bundled Energy Efficiency,Household & Community,Viet Nam,South-Eastern Asia,Unknown,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23257,Ghana Household Carbon Reduction Programme (GHCRP),GOLD,Bundled Energy Efficiency,Household & Community,Ghana,Sub-Saharan Africa,Unknown,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23258,GS PoA Safe Water Programme in East Africa-Uganda,GOLD,Clean Water,Household & Community,Uganda,Sub-Saharan Africa,Unknown,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23259,VPA 1 Safe Water Programme in Uganda,GOLD,Clean Water,Household & Community,Uganda,Sub-Saharan Africa,Unknown,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23260,Agroforestry Carbon Program for Resilient Himalayan Communities,GOLD,Afforestation/Reforestation,Forestry & Land Use,Nepal,Southern Asia,Unknown,Listed,Impermanent Removal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23261,Tasar tree-based Afforestation for livelihood Sustainability And carbon Removal (TASAR),GOLD,Afforestation/Reforestation,Forestry & Land Use,India,Southern Asia,Unknown,Listed,Impermanent Removal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23264,Recovery of metals and minerals from incinerator bottom ash in Switzerland,GOLD,Waste Recycling,Waste Management,Switzerland,Europe,Unknown,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23265,SuWASH Ghana: Enhancing Sustainable Access to Safe Drinking Water,GOLD,Clean Water,Household & Community,Ghana,Sub-Saharan Africa,Unknown,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23266,"UHI ""YUEDIAN 83""  Shipping Retrofit Project",GOLD,Shipping,Transportation,China,Eastern Asia,Unknown,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23270,EcoHome Clean Cooking Project in Nigeria,GOLD,Cookstoves,Household & Community,Nigeria,Sub-Saharan Africa,Unknown,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23271,GS23264 VPA-1 Recovery of metals and minerals from incinerator  bottom ash in Switzerland,GOLD,Waste Recycling,Waste Management,Switzerland,Europe,Unknown,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23272,Clean Cookstoves and Biofuel Solutions in Tanzania,GOLD,Cookstoves,Household & Community,Tanzania,Sub-Saharan Africa,Unknown,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23273,GS 23272 VPA-1 Clean Cookstoves and Biofuel Solutions in Tanzania- Pwani Region,GOLD,Cookstoves,Household & Community,Tanzania,Sub-Saharan Africa,Unknown,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23274,Nature-based Solutions for Regenerated Forests and Community Resilience in Ethiopia,GOLD,Afforestation/Reforestation,Forestry & Land Use,Ethiopia,Sub-Saharan Africa,Unknown,Listed,Impermanent Removal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23275,Nature-based Solutions for Regenerated Forests and Community Resilience in Ethiopia - Chifra 01,GOLD,Afforestation/Reforestation,Forestry & Land Use,Ethiopia,Sub-Saharan Africa,Unknown,Listed,Impermanent Removal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23277,Azimayi Improved Cookstoves in the Republic of Malawi,GOLD,Cookstoves,Household & Community,Malawi,Sub-Saharan Africa,Unknown,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23278,Chestnut Sustainable Restoration Megaton Project,GOLD,Afforestation/Reforestation,Forestry & Land Use,United States,North America,Unknown,Listed,Impermanent Removal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23280,RANOVOLA Water Program,GOLD,Clean Water,Household & Community,Madagascar,Sub-Saharan Africa,Unknown,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23281,GS23280 VPA-1 RANOVOLA Water Program in Madagascar,GOLD,Clean Water,Household & Community,Madagascar,Sub-Saharan Africa,Unknown,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23282,Sarkylmas Kuat Wind Power Project,GOLD,Wind,Renewable Energy,Kazakhstan,Central Asia,Unknown,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23286,Enabling Clean Energy Transitions Through BESS Integration,GOLD,Energy Storage,Renewable Energy,India,Southern Asia,Unknown,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23290,Promoting Regenerative Agriculture for Nature (PRAN),GOLD,Rice Emission Reductions,Agriculture,India,Southern Asia,Unknown,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23291,VPA 01 Low carbon rice farming in India,GOLD,Rice Emission Reductions,Agriculture,India,Southern Asia,Unknown,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23292,Restore Africa: Restoring Landscapes and Livelihoods in Western Uganda,GOLD,Afforestation/Reforestation,Forestry & Land Use,Uganda,Sub-Saharan Africa,Unknown,Listed,Impermanent Removal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23293,Restore Africa: Restoring Landscapes and Livelihoods in Malawi,GOLD,Afforestation/Reforestation,Forestry & Land Use,Malawi,Sub-Saharan Africa,Unknown,Listed,Impermanent Removal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23294,Restore Africa: Restoring Landscapes and Livelihoods in Coastal Kenya,GOLD,Afforestation/Reforestation,Forestry & Land Use,Kenya,Sub-Saharan Africa,Unknown,Listed,Impermanent Removal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23295,Restore Africa: Restoring Landscapes and Livelihoods in Western Kenya and Rift Valley,GOLD,Afforestation/Reforestation,Forestry & Land Use,Kenya,Sub-Saharan Africa,Unknown,Listed,Impermanent Removal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23296,GS12219 GS12220 RVPA-1 Global Household Water Treatment Technology dissemination project Madhya Pradesh,GOLD,Clean Water,Household & Community,India,Southern Asia,Unknown,Gold Standard Certified Design,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23297,Swacch Hawa Chulho (Cookstove) Project in Nepal by Removall,GOLD,Cookstoves,Household & Community,Nepal,Southern Asia,Unknown,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23300,Idea Balance Safe Water Access Project,GOLD,Clean Water,Household & Community,Tanzania,Sub-Saharan Africa,Unknown,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23301,SPOUTS Distributed Technology Devices Program in Rwanda,GOLD,Bundled Energy Efficiency,Household & Community,Rwanda,Sub-Saharan Africa,Unknown,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
GS23302,GS12187 Biomass Briquettes at Kensalt,GOLD,Biomass,Renewable Energy,Kenya,Sub-Saharan Africa,Unknown,Listed,Reduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,
